"gene_name","blast_annot","GOs","pfams","signalP","TMHMM","rhy_foragers","rhy_nurses","identity"
"LOC105254551","complex III assembly factor LYRM7",NA,"PF05347|Complex 1 protein (LYR family)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254591","WD repeat-containing protein 13","GO:0005515|protein binding","PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254596","RNA-binding protein NOB1",NA,"PF08772|Nin one binding (NOB1) Zn-ribbon like; PF17146|PIN domain of ribonuclease",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254597","LOW QUALITY PROTEIN: ribonuclease P protein subunit p40",NA,"PF08584|Ribonuclease P 40kDa (Rpp40) subunit",0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105254602","COMM domain-containing protein 3","GO:0006814|sodium ion transport","PF07258|COMM domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105254660","uncharacterized protein LOC105254660","GO:0032981|mitochondrial respiratory chain complex I assembly","PF08547|Complex I intermediate-associated protein 30 (CIA30)",1,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105254670","mannose-P-dolichol utilization defect 1 protein homolog",NA,"PF04193|PQ loop repeat; PF04193|PQ loop repeat",0,6,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105254676","ejaculatory bulb-specific protein 3",NA,"PF03392|Insect pheromone-binding family, A10/OS-D",2,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254680","trafficking protein particle complex subunit 3","GO:0030008|TRAPP complex; GO:0048193|Golgi vesicle transport","PF04051|Transport protein particle (TRAPP) component",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254686","activating transcription factor of chaperone isoform X1","GO:0003700|DNA-binding transcription factor activity; GO:0006355|regulation of transcription, DNA-templated","PF00170|bZIP transcription factor",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105254697","tubulin-specific chaperone C","GO:0007023|post-chaperonin tubulin folding pathway; GO:0015631|tubulin binding","PF16752|Tubulin-specific chaperone C N-terminal domain; PF07986|Tubulin binding cofactor C",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105254699","glutaredoxin-3","GO:0009055|electron transfer activity; GO:0015035|protein disulfide oxidoreductase activity; GO:0045454|cell redox homeostasis","PF00085|Thioredoxin; PF00462|Glutaredoxin",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254703","39S ribosomal protein L21, mitochondrial","GO:0005840|ribosome","PF00829|Ribosomal prokaryotic L21 protein",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254710","uncharacterized protein LOC105254710","GO:0019079|viral genome replication; GO:0043154|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process; GO:0071986|Ragulator complex","PF16672|Ragulator complex protein LAMTOR5",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254775","GTP-binding protein 10 homolog isoform X1","GO:0005525|GTP binding","PF01018|GTP1/OBG; PF01926|50S ribosome-binding GTPase",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254776","probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial","GO:0002949|tRNA threonylcarbamoyladenosine modification; GO:0004222|metalloendopeptidase activity","PF00814|Glycoprotease family",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254796","RNA polymerase II subunit A C-terminal domain phosphatase SSU72","GO:0004721|phosphoprotein phosphatase activity; GO:0005634|nucleus; GO:0006397|mRNA processing","PF04722|Ssu72-like protein",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254808","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1","GO:0004579|dolichyl-diphosphooligosaccharide-protein glycotransferase activity; GO:0008250|oligosaccharyltransferase complex; GO:0016021|integral component of membrane","PF02109|DAD family",0,3,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105254810","transcription initiation factor TFIID subunit 12","GO:0000124|SAGA complex; GO:0005669|transcription factor TFIID complex; GO:0006352|DNA-templated transcription, initiation; GO:0046695|SLIK (SAGA-like) complex","PF03847|Transcription initiation factor TFIID subunit A",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254835","LOW QUALITY PROTEIN: uncharacterized protein LOC105254835","GO:0061929|gamma-glutamylaminecyclotransferase activity","PF06094|Gamma-glutamyl cyclotransferase, AIG2-like",0,3,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254838","polymerase delta-interacting protein 2","GO:0003677|DNA binding","PF08755|Hemimethylated DNA-binding protein YccV like; PF04379|ApaG domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254840","uncharacterized protein LOC105254840",NA,"PF16065|Domain of unknown function (DUF4807)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254850","uncharacterized protein LOC105254850",NA,"PF13837|Myb/SANT-like DNA-binding domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254857","male-enhanced antigen 1 isoform X1","GO:0007283|spermatogenesis","PF06910|Male enhanced antigen 1 (MEA1)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254860","uncharacterized protein LOC105254860",NA,NA,0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254870","3-ketodihydrosphingosine reductase",NA,"PF00106|short chain dehydrogenase",0,3,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254909","exopolyphosphatase PRUNE1 isoform X1","GO:0005737|cytoplasm; GO:0016462|pyrophosphatase activity","PF02833|DHHA2 domain",0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105254914","digestive organ expansion factor homolog","GO:0005634|nucleus","PF06862|Utp25, U3 small nucleolar RNA-associated SSU processome protein 25",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254917","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 4",NA,"PF10215|Oligosaccaryltransferase",0,1,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105254926","tyrosine-protein kinase receptor torso isoform X1","GO:0004672|protein kinase activity; GO:0006468|protein phosphorylation","PF07714|Protein tyrosine kinase",0,3,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254929","dnaJ homolog subfamily C member 8",NA,"PF00226|DnaJ domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105254931","leucine-rich melanocyte differentiation-associated protein-like",NA,"PF14580|Leucine-rich repeat",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254932","uncharacterized protein LOC105254932 isoform X2","GO:0005634|nucleus; GO:0006302|double-strand break repair","PF09302|XLF-Cernunnos, XRcc4-like factor, NHEJ component",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254942","probable histone-binding protein Caf1","GO:0005515|protein binding","PF12265|Histone-binding protein RBBP4 or subunit C of CAF1 complex; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254962","protein cornichon","GO:0016192|vesicle-mediated transport","PF03311|Cornichon protein",0,3,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254964","magnesium transporter NIPA2 isoform X1","GO:0015095|magnesium ion transmembrane transporter activity; GO:0015693|magnesium ion transport; GO:0016021|integral component of membrane","PF05653|Magnesium transporter NIPA",0,8,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105254977","thioredoxin domain-containing protein 9 isoform X2","GO:0045454|cell redox homeostasis","PF00085|Thioredoxin",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254990","importin-9","GO:0006886|intracellular protein transport; GO:0008536|Ran GTPase binding","PF03810|Importin-beta N-terminal domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105254999","mitochondrial import inner membrane translocase subunit Tim10","GO:0042719|mitochondrial intermembrane space protein transporter complex; GO:0045039|protein insertion into mitochondrial inner membrane","PF02953|Tim10/DDP family zinc finger",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255002","p53 and DNA damage-regulated protein 1",NA,NA,0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255004","protein misato isoform X1",NA,"PF14881|Tubulin domain; PF10644|Misato Segment II tubulin-like domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255010","KICSTOR complex protein ITFG2",NA,"PF15907|Integrin-alpha FG-GAP repeat-containing protein 2; PF15907|Integrin-alpha FG-GAP repeat-containing protein 2",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255020",NA,NA,NA,NA,NA,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255037",NA,NA,NA,NA,NA,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255046","30S ribosomal protein S11, chloroplastic","GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation","PF00411|Ribosomal protein S11",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255062","fidgetin-like protein 1","GO:0005524|ATP binding","PF00004|ATPase family associated with various cellular activities (AAA); PF09336|Vps4 C terminal oligomerisation domain; PF17862|AAA+ lid domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255103","phospholipid phosphatase 6",NA,"PF01569|PAP2 superfamily",0,4,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255126","eukaryotic translation initiation factor 3 subunit K","GO:0003743|translation initiation factor activity; GO:0005852|eukaryotic translation initiation factor 3 complex","PF10075|CSN8/PSMD8/EIF3K family",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255129","PHD finger-like domain-containing protein 5A","GO:0000398|mRNA splicing, via spliceosome","PF03660|PHF5-like protein",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255139","alcohol dehydrogenase class-3","GO:0055114|oxidation-reduction process","PF08240|Alcohol dehydrogenase GroES-like domain; PF00107|Zinc-binding dehydrogenase",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255157","26S proteasome regulatory subunit 6B","GO:0005524|ATP binding; GO:0036402|proteasome-activating ATPase activity","PF00004|ATPase family associated with various cellular activities (AAA); PF16450|Proteasomal ATPase OB C-terminal domain; PF17862|AAA+ lid domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255177","poly(ADP-ribose) glycohydrolase ARH3-like isoform X4",NA,"PF03747|ADP-ribosylglycohydrolase",0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105255198","THUMP domain-containing protein 1 homolog","GO:0003723|RNA binding; GO:0006400|tRNA modification","PF02926|THUMP domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255204","nudC domain-containing protein 3 isoform X1",NA,"PF04969|CS domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255210","zinc finger CCCH-type with G patch domain-containing protein","GO:0003676|nucleic acid binding","PF01585|G-patch domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255214","serine/threonine-protein kinase VRK1 isoform X1","GO:0004672|protein kinase activity; GO:0005524|ATP binding; GO:0006468|protein phosphorylation","PF00069|Protein kinase domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255219","reticulon-4-interacting protein 1, mitochondrial","GO:0055114|oxidation-reduction process","PF13602|Zinc-binding dehydrogenase; PF08240|Alcohol dehydrogenase GroES-like domain",0,2,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105255220","BRCA1-associated RING domain protein 1-like",NA,"PF13857|Ankyrin repeats (many copies)",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255223","polyubiquitin","GO:0005515|protein binding","PF00240|Ubiquitin family; PF00240|Ubiquitin family; PF00240|Ubiquitin family; PF00240|Ubiquitin family; PF00240|Ubiquitin family; PF00240|Ubiquitin family; PF00240|Ubiquitin family",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255239","protein aveugle","GO:0005515|protein binding","PF07647|SAM domain (Sterile alpha motif)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255241","3-ketoacyl-CoA thiolase, mitochondrial","GO:0016747|transferase activity, transferring acyl groups other than amino-acyl groups","PF00108|Thiolase, N-terminal domain; PF02803|Thiolase, C-terminal domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255250","ADP-ribosylation factor-related protein 1","GO:0005525|GTP binding","PF00025|ADP-ribosylation factor family",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255263","dolichyl-phosphate beta-glucosyltransferase",NA,"PF00535|Glycosyl transferase family 2",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255283","transcription initiation factor TFIID subunit 10","GO:0005634|nucleus; GO:0006352|DNA-templated transcription, initiation","PF03540|Transcription initiation factor TFIID 23-30kDa subunit",0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105255288","tropomodulin isoform X4","GO:0005523|tropomyosin binding; GO:0051694|pointed-end actin filament capping","PF03250|Tropomodulin",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255296","methionyl-tRNA formyltransferase, mitochondrial isoform X1","GO:0009058|biosynthetic process; GO:0016742|hydroxymethyl-, formyl- and related transferase activity","PF00551|Formyl transferase; PF02911|Formyl transferase, C-terminal domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255300","RNA exonuclease 5",NA,"PF00929|Exonuclease",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255301","general transcription factor IIF subunit 2 isoform X1","GO:0005674|transcription factor TFIIF complex; GO:0006367|transcription initiation from RNA polymerase II promoter","PF02270|TFIIF, beta subunit HTH domain; PF17683|TFIIF, beta subunit N-terminus",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255313","MIP18 family protein galla-1","GO:0106035|protein maturation by [4Fe-4S] cluster transfer","PF01883|Iron-sulfur cluster assembly protein",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255328","transmembrane protein 267",NA,NA,1,4,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255332","CWF19-like protein 1",NA,"PF04676|Protein similar to CwfJ C-terminus 2; PF04677|Protein similar to CwfJ C-terminus 1",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255333","probable methylthioribulose-1-phosphate dehydratase","GO:0005737|cytoplasm; GO:0019509|L-methionine salvage from methylthioadenosine; GO:0046872|metal ion binding","PF00596|Class II Aldolase and Adducin N-terminal domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255334","COMM domain-containing protein 10",NA,"PF07258|COMM domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255341","39S ribosomal protein L34, mitochondrial","GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation","PF00468|Ribosomal protein L34",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255343","mitochondrial import inner membrane translocase subunit TIM50-C","GO:0005744|TIM23 mitochondrial import inner membrane translocase complex; GO:0015031|protein transport","PF03031|NLI interacting factor-like phosphatase",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255360","beta-alanine-activating enzyme isoform X1","GO:0003824|catalytic activity","PF00501|AMP-binding enzyme; PF13360|PQQ-like domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255368","microsomal glutathione S-transferase 1",NA,"PF01124|MAPEG family",0,3,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255401","signal recognition particle receptor subunit alpha homolog isoform X2","GO:0003924|GTPase activity; GO:0005047|signal recognition particle binding; GO:0005525|GTP binding; GO:0005785|signal recognition particle receptor complex; GO:0006614|SRP-dependent cotranslational protein targeting to membrane","PF02881|SRP54-type protein, helical bundle domain; PF04086|Signal recognition particle, alpha subunit, N-terminal; PF00448|SRP54-type protein, GTPase domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255408","erlin-1","GO:0005783|endoplasmic reticulum; GO:0031625|ubiquitin protein ligase binding","PF01145|SPFH domain / Band 7 family",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255412","O-glucosyltransferase rumi homolog",NA,"PF05686|Glycosyl transferase family 90",0,1,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255417","esterase OVCA2 isoform X1",NA,"PF03959|Serine hydrolase (FSH1)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255418","elongin-B","GO:0006368|transcription elongation from RNA polymerase II promoter; GO:0030891|VCB complex; GO:0070449|elongin complex",NA,0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255419","F-box/LRR-repeat protein 4",NA,NA,0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255428","COX assembly mitochondrial protein homolog",NA,"PF08583|Cytochrome c oxidase biogenesis protein Cmc1 like",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255435","transcription factor E2F4","GO:0003700|DNA-binding transcription factor activity; GO:0005667|transcription factor complex; GO:0006355|regulation of transcription, DNA-templated; GO:0046983|protein dimerization activity","PF16421|E2F transcription factor CC-MB domain; PF02319|E2F/DP family winged-helix DNA-binding domain",0,0,"24h","12h","24h-rhythmic in foragers; module-4 gene"
"LOC105255437","uncharacterized protein LOC105255437",NA,NA,0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255443","probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial isoform X1","GO:0016624|oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor","PF00676|Dehydrogenase E1 component",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255459","uncharacterized protein LOC105255459",NA,NA,0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255538","uncharacterized protein LOC105255538","GO:0005761|mitochondrial ribosome; GO:0032543|mitochondrial translation",NA,0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255560","condensin complex subunit 1","GO:0005634|nucleus; GO:0007076|mitotic chromosome condensation","PF12922|non-SMC mitotic condensation complex subunit 1, N-term; PF12717|non-SMC mitotic condensation complex subunit 1",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255571","39S ribosomal protein L10, mitochondrial isoform X1","GO:0042254|ribosome biogenesis","PF00466|Ribosomal protein L10",0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105255585","protein FAM210A isoform X4",NA,"PF06916|Protein of unknown function (DUF1279)",0,2,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255622","probable ATP-dependent RNA helicase DDX56 isoform X2","GO:0003676|nucleic acid binding; GO:0005524|ATP binding","PF00271|Helicase conserved C-terminal domain; PF00270|DEAD/DEAH box helicase",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255647","adhesive plaque matrix protein 2 isoform X1",NA,NA,1,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255650","2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3","GO:0016491|oxidoreductase activity; GO:0055114|oxidation-reduction process","PF13640|2OG-Fe(II) oxygenase superfamily",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255652","ubiquitin-conjugating enzyme E2 G2",NA,"PF00179|Ubiquitin-conjugating enzyme",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255656","dentin sialophosphoprotein","GO:0042981|regulation of apoptotic process","PF15335|Caspase activity and apoptosis inhibitor 1",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255699","60S ribosomal protein L10a isoform X2",NA,"PF00687|Ribosomal protein L1p/L10e family",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255702","thioredoxin-like protein 4A","GO:0000398|mRNA splicing, via spliceosome; GO:0046540|U4/U6 x U5 tri-snRNP complex","PF02966|Mitosis protein DIM1",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255706","adrenodoxin isoform X1","GO:0009055|electron transfer activity; GO:0051536|iron-sulfur cluster binding","PF00111|2Fe-2S iron-sulfur cluster binding domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255714","zinc finger protein 572 isoform X1","GO:0003676|nucleic acid binding","PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255719","POC1 centriolar protein homolog A","GO:0005515|protein binding","PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255728","uncharacterized protein LOC105255728",NA,"PF04087|Domain of unknown function (DUF389)",0,5,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255733","protein lifeguard 3 isoform X1",NA,"PF01027|Inhibitor of apoptosis-promoting Bax1",0,7,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255786","protein cornichon homolog 4","GO:0016192|vesicle-mediated transport","PF03311|Cornichon protein",0,3,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255789","DNA repair protein XRCC3",NA,"PF08423|Rad51",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255790","RNA pseudouridylate synthase domain-containing protein 1 isoform X1","GO:0001522|pseudouridine synthesis; GO:0003723|RNA binding; GO:0009982|pseudouridine synthase activity","PF00849|RNA pseudouridylate synthase",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255796","glycerophosphodiester phosphodiesterase 1","GO:0006629|lipid metabolic process; GO:0008081|phosphoric diester hydrolase activity","PF03009|Glycerophosphoryl diester phosphodiesterase family",0,2,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255799","39S ribosomal protein L37, mitochondrial","GO:0003735|structural constituent of ribosome; GO:0005739|mitochondrion; GO:0005840|ribosome; GO:0006412|translation","PF07147|Mitochondrial 28S ribosomal protein S30 (PDCD9)",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255800","protein arginine methyltransferase NDUFAF7, mitochondrial",NA,"PF02636|Putative S-adenosyl-L-methionine-dependent methyltransferase",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255801","trafficking protein particle complex subunit 6B","GO:0043087|regulation of GTPase activity; GO:0048193|Golgi vesicle transport","PF04051|Transport protein particle (TRAPP) component",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255806","cytochrome c oxidase assembly factor 5",NA,"PF10203|Cytochrome c oxidase assembly protein PET191",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255808","NADH dehydrogenase",NA,"PF05047|Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255814","macrophage erythroblast attacher","GO:0045721|negative regulation of gluconeogenesis","PF10607|CTLH/CRA C-terminal to LisH motif domain",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255828","serine/threonine/tyrosine-interacting protein-like isoform X1","GO:0008138|protein tyrosine/serine/threonine phosphatase activity; GO:0016311|dephosphorylation","PF00782|Dual specificity phosphatase, catalytic domain",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255829","uncharacterized protein LOC105255829",NA,"PF02221|ML domain; PF02221|ML domain",3,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255843","phospholipid scramblase 1","GO:0017121|plasma membrane phospholipid scrambling; GO:0017128|phospholipid scramblase activity","PF03803|Scramblase",0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105255849","translation initiation factor eIF-2B subunit delta","GO:0044237|cellular metabolic process","PF01008|Initiation factor 2 subunit family",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255858",NA,NA,NA,NA,NA,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255891","proteasome subunit alpha type-3","GO:0004298|threonine-type endopeptidase activity; GO:0006511|ubiquitin-dependent protein catabolic process; GO:0019773|proteasome core complex, alpha-subunit complex","PF10584|Proteasome subunit A N-terminal signature; PF00227|Proteasome subunit",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255903","39S ribosomal protein L41, mitochondrial",NA,"PF09809|Mitochondrial ribosomal protein L27",0,0,"24h","8h","24h-rhythmic in foragers; module-4 gene"
"LOC105255920","protein disulfide-isomerase TMX3 isoform X1","GO:0045454|cell redox homeostasis","PF13848|Thioredoxin-like domain; PF00085|Thioredoxin",1,2,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255952","GPN-loop GTPase 2",NA,"PF03029|Conserved hypothetical ATP binding protein",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255953","uncharacterized protein LOC105255953",NA,NA,0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255954","trafficking protein particle complex subunit 13",NA,"PF06159|Protein of unknown function (DUF974)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255969","surfeit locus protein 1","GO:0016020|membrane","PF02104|SURF1 family",0,1,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255970","coiled-coil domain-containing protein 130 homolog",NA,"PF04502|Family of unknown function (DUF572)",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
"LOC105255973","nuclear envelope phosphatase-regulatory subunit 1 isoform X1","GO:0035307|positive regulation of protein dephosphorylation; GO:0071595|Nem1-Spo7 phosphatase complex","PF09771|Transmembrane protein 188",0,2,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255979","cytosolic Fe-S cluster assembly factor NUBP2 homolog",NA,"PF10609|NUBPL iron-transfer P-loop NTPase",0,0,"24h","24h","24h-rhythmic in foragers; module-4 gene"
"LOC105255982","cell division cycle protein 123 homolog",NA,"PF07065|D123",0,0,"24h","not_rhy","24h-rhythmic in foragers; module-4 gene"
